SEASON YEAR,WEEK,TEST ID,BLOCK,TRAP,TRAP_TYPE,TEST DATE,NUMBER OF MOSQUITOES,RESULT,SPECIES,LATITUDE,LONGITUDE,LOCATION
2010,25,28565,17XX N PULASKI RD,T039,GRAVID,06/25/2010 12:06:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2013,27,36035,100XX W OHARE AIRPORT,T906,GRAVID,07/08/2013 12:07:00 AM,3,negative,CULEX RESTUANS,,,
2010,27,28907,4XX W 127TH,T135,GRAVID,07/13/2010 12:07:00 AM,1,negative,CULEX TERRITANS,,,
2013,27,36013,63XX W 64TH ST,T155,GRAVID,07/08/2013 12:07:00 AM,35,negative,CULEX RESTUANS,41.776005392,-87.779407668,"(41.77600539167921, -87.77940766760916)"
2014,40,40635,131XX S BRANDON AVE,T209,GRAVID,10/02/2014 12:10:00 AM,1,negative,CULEX PIPIENS,41.657068876,-87.546048865,"(41.657068875649955, -87.54604886505916)"
2010,30,29407,1XX N CENTRAL PARK DR,T030,GRAVID,07/29/2010 12:07:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2007,29,21144,119XX S PEORIA ST,T091,GRAVID,08/01/2007 02:08:57 AM,3,negative,CULEX PIPIENS/RESTUANS,41.677032353,-87.644465075,"(41.67703235316266, -87.64446507522)"
2014,31,38986,22XX W 69TH ST,T069,GRAVID,07/31/2014 12:07:00 AM,7,negative,CULEX PIPIENS,41.768485667,-87.679463428,"(41.768485667016584, -87.67946342813606)"
2010,26,28680,46XX N MILWAUKEE AVE,T003,GRAVID,07/01/2010 12:07:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2008,36,25924,22XX N CANNON DR,T054B,GRAVID,09/09/2008 12:09:00 AM,15,negative,CULEX PIPIENS/RESTUANS,41.9220638,-87.63223306,"(41.92206380002785, -87.63223305992274)"
2011,29,31614,52XX W 63RD ST,T065,GRAVID,07/25/2011 12:07:00 AM,10,negative,CULEX PIPIENS,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)"
2008,27,24466,39XX S ASHLAND AVE,T074,GRAVID,07/04/2008 12:07:00 AM,3,negative,CULEX PIPIENS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2014,23,37915,6XX W MONTROSE DR,T017,GRAVID,06/05/2014 12:06:00 AM,12,negative,CULEX RESTUANS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2013,33,36978,91XX W HIGGINS RD,T009,GRAVID,08/15/2013 12:08:00 AM,2,negative,CULEX RESTUANS,41.988586396,-87.854473351,"(41.988586396324166, -87.85447335120561)"
2015,27,41085,109XX S COTTAGE GROVE AVE,T102,GRAVID,07/09/2015 12:07:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2011,32,32106,100XX W OHARE AIRPORT,T906,GRAVID,08/12/2011 12:08:00 AM,1,negative,CULEX SALINARIUS,,,
2009,36,28015,39XX N SPRINGFIELD AVE,T228,GRAVID,09/14/2009 12:09:00 AM,2,positive,CULEX RESTUANS,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2007,30,21592,38XX E 115TH ST,T215,GRAVID,08/02/2007 12:08:00 AM,1,negative,CULEX RESTUANS,41.68648925,-87.531059811,"(41.686489249898166, -87.53105981104665)"
2011,29,31663,39XX S ASHLAND AVE,T074,GRAVID,07/25/2011 12:07:00 AM,2,negative,CULEX RESTUANS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2012,30,34002,70XX W ARMITAGE AVE,T151,GRAVID,07/27/2012 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2007,28,20847,119XX S ASHLAND AVE,T090,GRAVID,08/01/2007 02:08:34 AM,9,negative,CULEX PIPIENS,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2015,25,40941,71XX N HARLEM AVE,T233,GRAVID,06/25/2015 12:06:00 AM,33,negative,CULEX RESTUANS,42.010643274,-87.8067973,"(42.0106432736568, -87.80679730045945)"
2007,39,23800,41XX N OAK PARK AVE,T002,GRAVID,10/04/2007 12:10:00 AM,6,negative,CULEX PIPIENS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2014,27,38377,5XX S CENTRAL AVE,T031,GRAVID,07/03/2014 12:07:00 AM,8,negative,CULEX RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2012,25,33076,25XX S MILLARD AVE,T152,GRAVID,06/21/2012 12:06:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.845715402,-87.715898597,"(41.845715401799, -87.7158985974353)"
2012,28,33629,17XX W 95TH ST,T094,GRAVID,07/13/2012 12:07:00 AM,3,negative,CULEX RESTUANS,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2014,25,38173,9XX W GARFIELD BLVD,T226,GRAVID,06/19/2014 12:06:00 AM,8,negative,CULEX PIPIENS/RESTUANS,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2010,33,29943,82XX S KOSTNER AVE,T225,GRAVID,08/19/2010 12:08:00 AM,3,negative,CULEX PIPIENS,41.742670478,-87.731550059,"(41.7426704781299, -87.73155005887604)"
2009,39,28398,39XX S ASHLAND AVE,T074,GRAVID,10/01/2009 12:10:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2011,36,32481,61XX N LEMONT AVE,T012,GRAVID,09/12/2011 12:09:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.993564362,-87.745420387,"(41.99356436155678, -87.74542038704298)"
2011,28,31475,119XX S ASHLAND AVE,T090,GRAVID,07/15/2011 12:07:00 AM,32,negative,CULEX PIPIENS/RESTUANS,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2016,29,42919,45XX N CAMPBELL AVE,T220,GRAVID,07/21/2016 12:07:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.964405454,-87.691370391,"(41.96440545399697, -87.69137039109717)"
2007,30,21502,109XX S COTTAGE GROVE AVE,T102,GRAVID,08/02/2007 12:08:00 AM,16,negative,CULEX PIPIENS/RESTUANS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2009,22,26346,58XX N WESTERN AVE,T028,GRAVID,06/05/2009 12:06:00 AM,1,negative,CULEX RESTUANS,41.987244608,-87.68941677,"(41.98724460846669, -87.68941677018957)"
2008,29,24677,35XX W 116TH ST,T158,GRAVID,07/24/2008 12:07:00 AM,8,negative,CULEX RESTUANS,41.682180403,-87.710091651,"(41.6821804028987, -87.71009165099498)"
2010,39,30800,39XX S ASHLAND AVE,T074,GRAVID,10/01/2010 12:10:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2015,35,42064,101XX S STONY ISLAND AVE,T138,GRAVID,09/02/2015 12:09:00 AM,8,negative,CULEX PIPIENS,41.710542402,-87.584558933,"(41.71054240215372, -87.58455893336821)"
2013,27,35936,25XX S MILLARD AVE,T152,GRAVID,07/08/2013 12:07:00 AM,2,negative,CULEX RESTUANS,41.845715402,-87.715898597,"(41.845715401799, -87.7158985974353)"
2009,37,28187,82XX S KOSTNER AVE,T225,GRAVID,09/17/2009 12:09:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.742670478,-87.731550059,"(41.7426704781299, -87.73155005887604)"
2007,39,23817,64XX W STRONG ST,T014,GRAVID,10/04/2007 12:10:00 AM,9,negative,CULEX PIPIENS/RESTUANS,41.970102411,-87.789130645,"(41.97010241075843, -87.78913064533572)"
2007,31,21810,127XX S DOTY AVE,T115,CDC,08/08/2007 12:08:00 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2007,34,22885,8XX E 91ST ST,T107,GRAVID,08/28/2007 12:08:00 AM,2,negative,CULEX PIPIENS,41.729263506,-87.60345869,"(41.729263505561725, -87.60345868977669)"
2009,29,27391,37XX E 118TH ST,T212,GRAVID,07/27/2009 12:07:00 AM,9,negative,CULEX PIPIENS/RESTUANS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2016,25,42557,52XX S KOLMAR AVE,T114,GRAVID,06/22/2016 12:06:00 AM,45,negative,CULEX RESTUANS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2011,30,31736,58XX N PULASKI RD,T027,GRAVID,07/29/2011 12:07:00 AM,9,negative,CULEX PIPIENS/RESTUANS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2009,36,28092,100XX W OHARE AIRPORT,T918,GRAVID,09/14/2009 12:09:00 AM,1,negative,CULEX PIPIENS,,,
2008,30,24787,75XX N OAKLEY AVE,T148,GRAVID,07/28/2008 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,42.01780085,-87.687601446,"(42.0178008501155, -87.68760144594536)"
2014,38,40419,109XX S COTTAGE GROVE AVE,T102,GRAVID,09/18/2014 12:09:00 AM,5,negative,CULEX PIPIENS/RESTUANS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2014,32,39268,11XX W CHICAGO AVE,T049,GRAVID,08/07/2014 12:08:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2012,26,33217,17XX N PULASKI RD,T039,GRAVID,06/29/2012 12:06:00 AM,1,negative,CULEX RESTUANS,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2013,34,37095,17XX W 95TH ST,T094,GRAVID,08/22/2013 12:08:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2013,35,37352,71XX S SOUTH SHORE DR,T079,GRAVID,08/29/2013 12:08:00 AM,11,negative,CULEX PIPIENS/RESTUANS,41.765752525,-87.562465208,"(41.76575252485466, -87.56246520793836)"
2016,27,42751,52XX S KOLMAR AVE,T114,GRAVID,07/08/2016 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2014,39,40546,100XX W OHARE AIRPORT,T912,GRAVID,09/25/2014 12:09:00 AM,4,negative,CULEX PIPIENS,,,
2007,34,22779,52XX S KOLMAR AVE,T114,GRAVID,08/24/2007 12:08:00 AM,8,negative,CULEX PIPIENS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2012,32,34423,71XX N HARLEM AVE,T233,GRAVID,08/09/2012 12:08:00 AM,18,positive,CULEX PIPIENS/RESTUANS,42.010643274,-87.8067973,"(42.0106432736568, -87.80679730045945)"
2012,26,33206,5XX S CENTRAL AVE,T031,GRAVID,06/29/2012 12:06:00 AM,1,negative,CULEX PIPIENS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2014,23,37982,100XX W OHARE AIRPORT,T912,GRAVID,06/05/2014 12:06:00 AM,14,negative,CULEX RESTUANS,,,
2015,35,42098,100XX W OHARE AIRPORT,T912,GRAVID,09/02/2015 12:09:00 AM,14,positive,CULEX PIPIENS,,,
2007,26,20509,63XX W 64TH ST,T155,GRAVID,07/27/2007 11:07:18 AM,2,negative,CULEX PIPIENS/RESTUANS,41.776005392,-87.779407668,"(41.77600539167921, -87.77940766760916)"
2007,27,20545,1XX N CENTRAL PARK DR,T030,CDC,07/11/2007 03:07:41 AM,4,negative,CULEX RESTUANS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2014,37,40243,64XX S STONY ISLAND AVE,T077,GRAVID,09/11/2014 12:09:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2010,31,29632,127XX S DOTY AVE,T115,GRAVID,08/06/2010 12:08:00 AM,1,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2007,31,21808,127XX S DOTY AVE,T115,CDC,08/08/2007 12:08:00 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2007,29,21245,24XX E 105TH ST,T128,CDC,07/25/2007 12:07:00 AM,2,negative,CULEX SALINARIUS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2010,35,30229,70XX N MOSELLE AVE,T008,GRAVID,09/02/2010 12:09:00 AM,19,negative,CULEX PIPIENS/RESTUANS,42.007997503,-87.778234965,"(42.007997503125345, -87.77823496507851)"
2007,33,22556,115XX S AVENUE L,T103,GRAVID,08/22/2007 12:08:00 AM,50,negative,CULEX PIPIENS/RESTUANS,,,
2012,26,33197,5XX W 72ND ST,T035,GRAVID,06/29/2012 12:06:00 AM,1,negative,CULEX RESTUANS,41.763370922,-87.637872614,"(41.76337092198238, -87.6378726141474)"
2010,28,29113,12XX W GREENLEAF AVE,T018,GRAVID,07/16/2010 12:07:00 AM,34,negative,CULEX PIPIENS/RESTUANS,42.010529289,-87.660845069,"(42.01052928915475, -87.6608450688439)"
2014,32,39265,37XX E 118TH ST,T212,GRAVID,08/07/2014 12:08:00 AM,6,negative,CULEX RESTUANS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2009,29,27381,127XX S DOTY AVE,T115,GRAVID,07/27/2009 12:07:00 AM,19,negative,CULEX RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2007,34,22796,81XX S ASHLAND,T068,GRAVID,08/24/2007 12:08:00 AM,1,negative,CULEX PIPIENS,,,
2008,28,24568,40XX S DEARBORN ST,T081,GRAVID,07/11/2008 12:07:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.820051649,-87.627347571,"(41.820051649277865, -87.62734757080052)"
2012,34,34762,58XX N PULASKI RD,T027,GRAVID,08/23/2012 12:08:00 AM,6,positive,CULEX PIPIENS/RESTUANS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2010,28,29100,41XX N OAK PARK AVE,T002,GRAVID,07/16/2010 12:07:00 AM,8,negative,CULEX PIPIENS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2014,32,39203,42XX W 65TH ST,T235,GRAVID,08/07/2014 12:08:00 AM,3,negative,CULEX RESTUANS,41.774841115,-87.728005819,"(41.7748411153277, -87.72800581922763)"
2014,36,40022,61XX W FULLERTON AVE,T013,GRAVID,09/05/2014 12:09:00 AM,1,negative,CULEX TERRITANS,41.923887364,-87.778909912,"(41.92388736426867, -87.77890991205359)"
2008,25,24215,25XX S MILLARD AVE,T152,GRAVID,06/24/2008 12:06:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.845715402,-87.715898597,"(41.845715401799, -87.7158985974353)"
2012,36,35097,4XX E 130TH ST,T221,GRAVID,09/10/2012 12:09:00 AM,10,negative,CULEX PIPIENS,41.659236018,-87.612015128,"(41.65923601846575, -87.61201512813366)"
2010,37,30642,37XX E 118TH ST,T212,GRAVID,09/17/2010 12:09:00 AM,2,negative,CULEX RESTUANS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2013,23,35529,101XX S STONY ISLAND AVE,T138,GRAVID,06/07/2013 12:06:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.710542402,-87.584558933,"(41.71054240215372, -87.58455893336821)"
2014,26,38306,127XX S DOTY AVE,T115,GRAVID,06/26/2014 12:06:00 AM,11,negative,CULEX RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2016,29,42967,100XX W OHARE AIRPORT,T918,GRAVID,07/21/2016 12:07:00 AM,19,positive,CULEX PIPIENS/RESTUANS,,,
2016,30,42988,100XX W OHARE AIRPORT,T913,GRAVID,07/27/2016 12:07:00 AM,8,negative,CULEX PIPIENS,,,
2009,27,26943,70XX N MOSELLE AVE,T008,GRAVID,07/10/2009 12:07:00 AM,7,negative,CULEX RESTUANS,42.007997503,-87.778234965,"(42.007997503125345, -87.77823496507851)"
2015,38,42322,41XX N OAK PARK AVE,T002,GRAVID,09/23/2015 12:09:00 AM,13,negative,CULEX RESTUANS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2007,37,23565,24XX E 105TH ST,T128,CDC,09/19/2007 12:09:00 AM,5,negative,CULEX PIPIENS/RESTUANS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2015,33,41874,58XX N PULASKI RD,T027,GRAVID,08/20/2015 12:08:00 AM,4,positive,CULEX PIPIENS/RESTUANS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2014,28,38518,22XX N CANNON DR,T054A,GRAVID,07/10/2014 12:07:00 AM,2,negative,CULEX RESTUANS,41.922736649,-87.632449967,"(41.92273664946568, -87.63244996720142)"
2009,24,26598,14XX N HUMBOLDT DR,T033,GRAVID,06/19/2009 12:06:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.907284873,-87.701394637,"(41.90728487283588, -87.701394636759)"
2010,31,29653,131XX S TORRENCE AVE,T200,GRAVID,08/06/2010 12:08:00 AM,1,negative,CULEX PIPIENS,41.656676999,-87.559440719,"(41.65667699900608, -87.5594407188114)"
2011,28,31528,100XX W OHARE AIRPORT,T915,GRAVID,07/15/2011 12:07:00 AM,4,negative,CULEX PIPIENS,,,
2010,30,29539,100XX W OHARE AIRPORT,T912,GRAVID,07/30/2010 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,,,
2010,33,29989,39XX S ASHLAND AVE,T074,GRAVID,08/20/2010 12:08:00 AM,12,positive,CULEX PIPIENS/RESTUANS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2007,32,21955,6XX W MONTROSE DR,T017,GRAVID,08/15/2007 12:08:00 AM,3,negative,CULEX PIPIENS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2012,29,33859,50XX S UNION AVE,T082,GRAVID,07/20/2012 12:07:00 AM,35,negative,CULEX PIPIENS/RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2010,28,29003,13XX N LARAMIE AVE,T230,GRAVID,07/16/2010 12:07:00 AM,1,negative,CULEX PIPIENS,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2012,30,34082,81XX S ASHLAND,T068,GRAVID,07/27/2012 12:07:00 AM,7,negative,CULEX RESTUANS,,,
2007,34,22918,127XX S DOTY AVE,T115,CDC,08/28/2007 12:08:00 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2012,37,35199,100XX W OHARE AIRPORT,T912,GRAVID,09/13/2012 12:09:00 AM,36,positive,CULEX PIPIENS/RESTUANS,,,
2009,30,27435,22XX N CANNON DR,T054B,GRAVID,07/31/2009 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.9220638,-87.63223306,"(41.92206380002785, -87.63223305992274)"
2013,29,36295,25XX W GRAND AVE,T046,GRAVID,07/19/2013 12:07:00 AM,1,negative,CULEX RESTUANS,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)"
2013,34,37241,100XX W OHARE AIRPORT,T900,GRAVID,08/22/2013 12:08:00 AM,1,negative,CULEX RESTUANS,,,
2016,26,42648,25XX S MILLARD AVE,T152,GRAVID,07/01/2016 12:07:00 AM,9,negative,CULEX RESTUANS,41.845715402,-87.715898597,"(41.845715401799, -87.7158985974353)"
2013,35,37300,17XX W ADDISON ST,T224,GRAVID,08/29/2013 12:08:00 AM,8,negative,CULEX PIPIENS/RESTUANS,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2012,28,33493,46XX N MILWAUKEE AVE,T003,GRAVID,07/13/2012 12:07:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2007,35,23092,64XX S STONY ISLAND AVE,T077,CDC,09/05/2007 12:09:00 AM,1,negative,CULEX PIPIENS,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2014,29,38639,28XX N FRANCISCO AVE,T147,GRAVID,07/17/2014 12:07:00 AM,10,negative,CULEX RESTUANS,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2013,25,35731,4XX E 130TH ST,T221,GRAVID,06/21/2013 12:06:00 AM,8,negative,CULEX PIPIENS/RESTUANS,41.659236018,-87.612015128,"(41.65923601846575, -87.61201512813366)"
2014,36,39959,100XX W OHARE AIRPORT,T916,GRAVID,09/05/2014 12:09:00 AM,19,positive,CULEX PIPIENS,,,
2007,38,23780,101XX S STONY ISLAND AVE,T138,CDC,09/25/2007 12:09:00 AM,1,negative,CULEX RESTUANS,41.710542402,-87.584558933,"(41.71054240215372, -87.58455893336821)"
2010,33,30010,100XX W OHARE AIRPORT,T908,CDC,08/20/2010 12:08:00 AM,4,negative,CULEX SALINARIUS,,,
2013,33,37079,100XX W OHARE AIRPORT,T906,GRAVID,08/15/2013 12:08:00 AM,5,negative,CULEX PIPIENS/RESTUANS,,,
2016,29,42909,70XX N MOSELLE AVE,T008,GRAVID,07/21/2016 12:07:00 AM,7,negative,CULEX PIPIENS/RESTUANS,42.007997503,-87.778234965,"(42.007997503125345, -87.77823496507851)"
2014,35,39928,50XX S UNION AVE,T082,GRAVID,08/28/2014 12:08:00 AM,32,negative,CULEX PIPIENS/RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2010,30,29480,17XX W 95TH ST,T094,GRAVID,07/30/2010 12:07:00 AM,1,negative,CULEX PIPIENS,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2010,26,28696,51XX N MONT CLARE AVE,T223,GRAVID,07/01/2010 12:07:00 AM,10,negative,CULEX RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2010,34,30105,22XX N CANNON DR,T054B,GRAVID,08/26/2010 12:08:00 AM,2,negative,CULEX RESTUANS,41.9220638,-87.63223306,"(41.92206380002785, -87.63223305992274)"
2007,31,21618,61XX N LEMONT AVE,T012,GRAVID,08/07/2007 12:08:00 AM,26,negative,CULEX PIPIENS/RESTUANS,41.993564362,-87.745420387,"(41.99356436155678, -87.74542038704298)"
2009,32,27753,79XX S CHICAGO,T083,GRAVID,08/13/2009 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,,,
2011,39,32870,50XX S UNION AVE,T082,GRAVID,09/30/2011 12:09:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2008,35,25807,100XX W OHARE AIRPORT,T913,GRAVID,09/02/2008 12:09:00 AM,36,negative,CULEX PIPIENS/RESTUANS,,,
2012,39,35322,1XX N CENTRAL PARK DR,T030,GRAVID,09/28/2012 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2007,28,20971,131XX S TORRENCE AVE,T200,GRAVID,07/18/2007 12:07:00 AM,15,negative,CULEX PIPIENS/RESTUANS,41.656676999,-87.559440719,"(41.65667699900608, -87.5594407188114)"
2009,30,27497,119XX S ASHLAND AVE,T090,GRAVID,07/31/2009 12:07:00 AM,6,negative,CULEX RESTUANS,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2007,27,20596,52XX W 63RD ST,T065,GRAVID,07/11/2007 03:07:40 AM,22,negative,CULEX PIPIENS/RESTUANS,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)"
2012,29,33754,28XX N FRANCISCO AVE,T147,GRAVID,07/19/2012 12:07:00 AM,41,positive,CULEX PIPIENS/RESTUANS,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2008,33,25292,58XX N WESTERN AVE,T028,GRAVID,08/19/2008 12:08:00 AM,8,negative,CULEX PIPIENS/RESTUANS,41.987244608,-87.68941677,"(41.98724460846669, -87.68941677018957)"
2007,29,21213,127XX S DOTY AVE,T115,CDC,07/25/2007 12:07:00 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2013,27,36036,100XX W OHARE AIRPORT,T912,GRAVID,07/08/2013 12:07:00 AM,5,negative,CULEX RESTUANS,,,
2012,33,34698,89XX S CARPENTER ST,T159,GRAVID,08/17/2012 12:08:00 AM,6,negative,CULEX RESTUANS,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2007,31,21730,2XX E 111TH ST,T084,GRAVID,08/07/2007 12:08:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.692774012,-87.617366151,"(41.692774011978955, -87.61736615120783)"
2014,33,39338,6XX W MONTROSE DR,T017,GRAVID,08/14/2014 12:08:00 AM,6,positive,CULEX PIPIENS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2010,28,29167,100XX W OHARE AIRPORT,T918,GRAVID,07/19/2010 12:07:00 AM,50,negative,CULEX PIPIENS/RESTUANS,,,
2007,33,22550,115XX S AVENUE L,T103,GRAVID,08/22/2007 12:08:00 AM,50,negative,CULEX PIPIENS,,,
2015,29,41341,12XX W GREENLEAF AVE,T018,GRAVID,07/23/2015 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,42.010529289,-87.660845069,"(42.01052928915475, -87.6608450688439)"
2016,26,42679,3XX W 104TH ST,T095,GRAVID,07/01/2016 12:07:00 AM,23,negative,CULEX RESTUANS,41.705327644,-87.632955365,"(41.70532764418326, -87.63295536539816)"
2015,35,42061,89XX S MUSKEGON AVE,T099,GRAVID,09/02/2015 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.73318788,-87.55562869,"(41.73318787971678, -87.55562868950284)"
2013,25,35749,62XX N MCCLELLAN AVE,T236,GRAVID,06/21/2013 12:06:00 AM,2,negative,CULEX RESTUANS,41.994966304,-87.77083722,"(41.99496630402897, -87.77083721987879)"
2007,26,20405,73XX S CICERO AVE,T067,GRAVID,07/27/2007 11:07:18 AM,5,negative,CULEX PIPIENS/RESTUANS,41.760082353,-87.741607161,"(41.7600823529196, -87.74160716098964)"
2007,24,20242,46XX N MILWAUKEE AVE,T003,GRAVID,06/26/2007 04:06:59 AM,2,negative,CULEX RESTUANS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2011,33,32213,24XX E 105TH ST,T128,GRAVID,08/19/2011 12:08:00 AM,2,negative,CULEX PIPIENS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2016,24,42479,67XX S KEDZIE AVE,T066,GRAVID,06/16/2016 12:06:00 AM,7,negative,CULEX RESTUANS,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
